iter	RMSE
330	41.7134082
331	41.7049856
332	41.69795093
333	41.6930119
334	41.68626261
335	41.67938423
336	41.6717522
337	41.66264504
338	41.65411956
339	41.65205645
340	41.64060858
341	41.63969987
342	41.62863905
343	41.6199883
344	41.61097895
345	41.60455523
346	41.59958279
347	41.59464567
348	41.5902897
349	41.58587344
350	41.57899592
351	41.57463503
352	41.56695806
353	41.55368483
354	41.54451934
355	41.5367208
356	41.53105119
357	41.52331481
358	41.51549505
359	41.50636351
360	41.50222899
361	41.49831175
362	41.49112362
363	41.48652879
364	41.48242645
365	41.4717978
366	41.46667608
367	41.45871395
368	41.45441641
369	41.44780493
370	41.44234308
371	41.42610473
372	41.41275459
373	41.40309164
374	41.39504154
375	41.38264346
376	41.37113111
377	41.36736271
378	41.36063346
379	41.35219304
380	41.34369332
381	41.33780059
382	41.33375702
383	41.32952236
384	41.32378466
385	41.31963852
386	41.3146112
387	41.30819316
388	41.30365049
389	41.29884269
390	41.28792137
391	41.28080225
392	41.27585326
393	41.27004792
394	41.26595724
395	41.26110848
396	41.25543287
397	41.24442098
398	41.23593224
399	41.23148469
400	41.22483941
401	41.21644684
402	41.21179575
403	41.20205308
404	41.18980349
405	41.18367584
406	41.17853769
407	41.17513084
408	41.17199924
409	41.16180392
410	41.15642187
411	41.14590396
412	41.13752676
413	41.13373981
414	41.12518108
415	41.12191372
416	41.11412355
417	41.10887035
418	41.10264369
419	41.09606618
420	41.08514182
421	41.07686071
422	41.06720737
423	41.05764038
424	41.04701317
425	41.03822133
426	41.03063797
427	41.02154372
428	41.01660736
429	41.00624859
430	40.99952057
431	40.99388219
432	40.98953179
433	40.98236305
434	40.97249304
435	40.96700306
436	40.96238739
437	40.95644568
438	40.95204606
439	40.94638551
440	40.94012868
441	40.93425468
442	40.91992054
443	40.91043016
444	40.90292224
445	40.8969344
446	40.88666116
447	40.88143976
448	40.87327335
449	40.86252354
450	40.85512883
451	40.85022999
452	40.84617685
453	40.84094198
454	40.83646438
455	40.8302285
456	40.82361701
457	40.81387083
458	40.80494078
459	40.80158611
460	40.79540478
461	40.78982642
462	40.78345968
463	40.77316349
464	40.7641959
465	40.76024479
466	40.7530675
467	40.74835425
468	40.73777905
469	40.72976412
470	40.72481013
471	40.71573416
472	40.70844074
473	40.70294753
474	40.69523721
475	40.69157981
476	40.68201338
477	40.66840488
478	40.65730297
479	40.64690344
480	40.64215044
481	40.63478208
482	40.62781673
483	40.6196164
484	40.61254648
485	40.60844775
486	40.60441633
487	40.59885321
488	40.59409188
489	40.5885797
490	40.58061996
491	40.57284299
492	40.56624862
493	40.5580543
494	40.55230422
495	40.54553333
496	40.54024869
497	40.53072605
498	40.52234969
499	40.51462445
500	40.5069953
501	40.50351459
502	40.49388488
503	40.48900963
504	40.4846956
505	40.4798931
506	40.47091888
507	40.46571361
508	40.45855716
509	40.45340734
510	40.4484556
511	40.44386365
512	40.43451355
513	40.43142879
514	40.42722474
515	40.42323051
516	40.41845535
517	40.41486283
518	40.40995661
519	40.40116888
520	40.39073981
521	40.38783788
522	40.3798509
523	40.37589658
524	40.37034826
525	40.36159725
526	40.35436999
527	40.35184785
528	40.34630331
529	40.34089208
530	40.33314539
531	40.32643771
532	40.32139635
533	40.30837758
534	40.30019095
535	40.29071574
536	40.28446111
537	40.28072848
538	40.27569954
539	40.27083546
540	40.26256085
541	40.25713523
542	40.25092754
543	40.24220094
544	40.23892765
545	40.23397795
546	40.22710409
547	40.22388033
548	40.22208334
549	40.21509736
550	40.20698417
551	40.20241981
552	40.19524998
553	40.19294405
554	40.18934064
555	40.18522011
556	40.17767711
557	40.17341887
558	40.16610387
559	40.16185826
560	40.14965744
561	40.14203638
562	40.13953482
563	40.13511887
564	40.12692789
565	40.12493523
566	40.11873276
567	40.11569956
568	40.11133239
569	40.10233628
570	40.095081
571	40.09296729
572	40.08888499
573	40.07799775
574	40.07135817
575	40.06668362
576	40.06416603
577	40.0557011
578	40.04965704
579	40.04139304
580	40.03589718
581	40.03058014
582	40.02355297
583	40.01655687
584	40.00885794
585	40.00432286
586	39.99884151
587	39.99265591
588	39.98593754
589	39.9802877
590	39.97683599
591	39.97034673
592	39.96367876
593	39.96018921
594	39.95537197
595	39.95111651
596	39.94445106
597	39.92722739
598	39.91884391
599	39.91224663
600	39.9043301
601	39.9006763
602	39.89439009
603	39.89157757
604	39.88471912
605	39.87821601
606	39.8725528
607	39.86768672
608	39.86271732
609	39.85622705
610	39.85250328
611	39.84327267
612	39.8319767
613	39.82682902
614	39.82289554
615	39.81594795
616	39.80805516
617	39.80283121
618	39.7968135
619	39.79040979
620	39.78341096
621	39.77639208
622	39.76780355
623	39.7577217
624	39.7538932
625	39.74717319
626	39.74333507
627	39.74031894
628	39.73656114
629	39.73276683
630	39.72843186
631	39.7219483
632	39.71833382
633	39.71540425
634	39.70950235
635	39.70613097
636	39.69978531
637	39.69370902
638	39.68681441
639	39.68018278
640	39.67581767
641	39.66980719
642	39.66407511
643	39.658912
644	39.65154328
645	39.64524675
646	39.64158699
647	39.63675311
648	39.63059965
649	39.62639525
650	39.62138613
651	39.61480279
652	39.6074946
653	39.60288087
654	39.59974423
655	39.59560884
656	39.58780897
657	39.5823114
658	39.58035389
659	39.57256021
660	39.56534442
661	39.56026399
662	39.55368567
663	39.55064509
664	39.54415088
665	39.54057734
666	39.53229658
667	39.52881285
668	39.52606023
669	39.51926425
670	39.51359381
671	39.50799182
672	39.50576977
673	39.50178396
674	39.49603745
675	39.4906955
676	39.48508772
677	39.48145841
678	39.47984529
679	39.47568349
680	39.47031149
681	39.46711146
682	39.46122674
683	39.45720375
684	39.45075273
685	39.44937028
686	39.44609185
687	39.44059716
688	39.4360876
689	39.4279866
690	39.42539162
691	39.4212606
692	39.41814734
693	39.41389928
694	39.4073924
695	39.40375627
696	39.3967482
697	39.39129748
698	39.38697636
699	39.3823065
700	39.37915787
701	39.37341527
702	39.37010218
703	39.36608547
704	39.35521737
705	39.34910061
706	39.34251922
707	39.3341047
708	39.32795035
709	39.32122994
710	39.31804031
711	39.31379364
712	39.30854656
713	39.30445931
714	39.29761968
715	39.29328326
716	39.286487
717	39.27999775
718	39.27537565
719	39.2693508
720	39.26397808
721	39.26102403
722	39.25799412
723	39.25511105
724	39.25013482
725	39.24464327
726	39.239276
727	39.23262994
728	39.22785624
729	39.22476513
730	39.21747932
731	39.20928833
732	39.20478769
733	39.19596281
734	39.19195797
735	39.18667586
736	39.17786141
737	39.17146767
738	39.16699061
739	39.1620685
740	39.15364017
741	39.14889352
742	39.13560698
743	39.12802505
744	39.12220941
745	39.11967187
746	39.11333938
747	39.10709342
748	39.09992858
749	39.09352515
750	39.08960195
751	39.08778114
752	39.08171191
753	39.07826314
754	39.07248935
755	39.06291467
756	39.05768748
757	39.05124154
758	39.04783953
759	39.04233863
760	39.03524036
761	39.02781565
762	39.0220693
763	39.01871222
764	39.01536704
765	39.00847708
766	39.00397838
767	38.99989195
768	38.99464402
769	38.98860296
770	38.98200738
771	38.97717215
772	38.97264667
773	38.96633422
774	38.95997605
775	38.95630824
776	38.95078204
777	38.94559691
778	38.94266539
779	38.93480094
780	38.92845684
781	38.92313986
782	38.91688662
783	38.91137067
784	38.90476265
785	38.90009194
786	38.89629975
787	38.8908808
788	38.88682151
789	38.88344075
790	38.87866531
791	38.86913936
792	38.86302263
793	38.85688101
794	38.84988397
795	38.84718369
796	38.84221827
797	38.83981473
798	38.83589188
799	38.83227776
800	38.82632841
801	38.8229449
802	38.81775228
803	38.80975301
804	38.80404545
805	38.79907763
806	38.79518675
807	38.78998493
808	38.78245994
809	38.77934507
810	38.77334622
811	38.77038711
812	38.76573844
813	38.76303312
814	38.75713519
815	38.74758912
816	38.74252486
817	38.73657042
818	38.73381543
819	38.72512361
820	38.71779853
821	38.71385843
822	38.7118348
823	38.70878156
824	38.70367182
825	38.69540337
826	38.6914228
827	38.68779327
828	38.68066197
829	38.6769355
830	38.67075766
831	38.66851132
832	38.66549767
833	38.66387569
834	38.65870563
835	38.65187041
836	38.64521088
837	38.63980458
838	38.63339076
839	38.62748585
840	38.62458691
841	38.62052667
842	38.61001791
843	38.60841365
844	38.6028933
845	38.59966704
846	38.59622067
847	38.59192891
848	38.59114404
849	38.58886496
850	38.58221024
851	38.57719762
852	38.57479057
853	38.56630275
854	38.55917071
855	38.5556971
856	38.55329357
857	38.54688582
858	38.5439564
859	38.5395046
860	38.53351283
861	38.52960446
862	38.52492865
863	38.51829483
864	38.51116062
865	38.50691688
866	38.50343908
867	38.49905537
868	38.49606019
869	38.49161523
870	38.48734338
871	38.4839963
872	38.47827254
873	38.47342076
874	38.4676533
875	38.46400077
876	38.4580948
877	38.45257668
878	38.44956567
879	38.44581765
880	38.44203213
881	38.44022836
882	38.43468597
883	38.4294262
884	38.42555243
885	38.42252422
886	38.41686125
887	38.41362551
888	38.40829064
889	38.40452205
890	38.40325614
891	38.39795154
892	38.38888637
893	38.37790417
894	38.37350312
895	38.3695331
896	38.36477239
897	38.36249612
898	38.35790192
899	38.3544004
900	38.35106373
901	38.34462515
902	38.34119333
903	38.33561886
904	38.33364481
905	38.33105648
906	38.32867853
907	38.32357503
908	38.31573216
909	38.3129838
910	38.307241
911	38.30456966
912	38.30041343
913	38.29478662
914	38.29040244
915	38.28410927
916	38.2800841
917	38.2774462
918	38.27129648
919	38.26861989
920	38.26314303
921	38.25919072
922	38.25713173
923	38.2528629
924	38.25130456
925	38.24871833
926	38.2433407
927	38.23916572
928	38.23284554
929	38.22767723
930	38.22453429
931	38.2179159
932	38.21220132
933	38.20359675
934	38.19787308
935	38.19183385
936	38.18818341
937	38.18550383
938	38.18139106
939	38.17559497
940	38.1716259
941	38.16851511
942	38.16579003
943	38.16266213
944	38.15955047
945	38.15640774
946	38.15185967
947	38.14731635
948	38.14266596
949	38.13943252
950	38.13770295
951	38.13481746
952	38.13090441
953	38.12642721
954	38.1243498
955	38.12179582
956	38.1178946
957	38.11357771
958	38.11077288
959	38.10756242
960	38.09959722
961	38.09564387
962	38.08800116
963	38.08555028
964	38.08014392
965	38.07759274
966	38.07563347
967	38.07004271
968	38.06638777
969	38.06356363
970	38.05864621
971	38.05546105
972	38.04971221
973	38.04539257
974	38.04420943
975	38.03729338
976	38.03299945
977	38.03017686
978	38.02524134
979	38.02005573
980	38.01578325
981	38.01090365
982	38.00638366
983	38.00137303
984	37.99792795
985	37.99317093
986	37.98965418
987	37.9866382
988	37.981526
989	37.97860357
990	37.97717634
991	37.96793202
992	37.96393263
993	37.95846734
994	37.95377619
995	37.95108762
996	37.94605819
997	37.93966009
998	37.93764918
999	37.93304043
